country,continent,year,lifeExp,pop,gdpPercap
Denmark,Europe,1993,75.5,5191000,25880.0
Denmark,Europe,1994,75.5,5212000,27260.0
Denmark,Europe,1995,75.7,5233000,27990.0
Denmark,Europe,1996,75.9,5255000,28660.0
Denmark,Europe,1997,76.2,5278000,29490.0
Denmark,Europe,1998,76.5,5300000,30060.0
Denmark,Europe,1999,76.7,5320000,30770.0
Denmark,Europe,2000,76.9,5340000,31810.0
Denmark,Europe,2001,77.2,5356000,31960.0
Denmark,Europe,2002,77.4,5371000,32040.0
Denmark,Europe,2003,77.6,5384000,32090.0
Denmark,Europe,2004,77.9,5400000,32690.0
Denmark,Europe,2005,78.1,5419000,33630.0
Denmark,Europe,2006,78.3,5443000,34660.0
Denmark,Europe,2007,78.5,5469000,35090.0
Denmark,Europe,2008,78.7,5497000,34630.0
Denmark,Europe,2009,79.0,5525000,32460.0
Denmark,Europe,2010,79.3,5550000,32830.0
Denmark,Europe,2011,79.6,5573000,33040.0
Denmark,Europe,2012,79.8,5593000,32730.0
Denmark,Europe,2013,79.9,5611000,32940.0
Djibouti,Africa,1990,60.5,562300,2487.0
Djibouti,Africa,1991,60.2,581600,2439.0
Djibouti,Africa,1992,60.0,594400,2377.0
Djibouti,Africa,1993,60.1,603500,2232.0
Djibouti,Africa,1994,59.6,613200,2159.0
Djibouti,Africa,1995,59.7,626500,2052.0
Djibouti,Africa,1996,59.8,644400,1927.0
Djibouti,Africa,1997,59.7,665800,1895.0
Djibouti,Africa,1998,59.6,688900,1876.0
Djibouti,Africa,1999,59.6,711600,1901.0
Djibouti,Africa,2000,59.6,731900,1894.0
Djibouti,Africa,2001,59.7,749600,1899.0
Djibouti,Africa,2002,59.7,765300,1908.0
Djibouti,Africa,2003,59.7,779600,1932.0
Djibouti,Africa,2004,59.7,793700,1943.0
Djibouti,Africa,2005,59.9,808400,1964.0
Djibouti,Africa,2006,60.2,823700,2001.0
Djibouti,Africa,2007,60.6,839500,2046.0
Djibouti,Africa,2008,61.0,855600,2106.0
Djibouti,Africa,2009,61.4,872100,2151.0
Djibouti,Africa,2010,61.8,888700,2166.0
Djibouti,Africa,2011,62.2,905600,2201.0
Djibouti,Africa,2012,62.8,922700,2245.0
Djibouti,Africa,2013,63.4,940100,2292.0
Dominica,Americas,1990,71.2,70930,6841.0
Dominica,Americas,1991,71.1,70840,6867.0
Dominica,Americas,1992,71.2,70960,7151.0
Dominica,Americas,1993,71.4,71180,7127.0
Dominica,Americas,1994,71.7,71350,7221.0
Dominica,Americas,1995,71.8,71360,7359.0
Dominica,Americas,1996,72.1,71180,7618.0
Dominica,Americas,1997,72.3,70850,7812.0
Dominica,Americas,1998,72.6,70420,8067.0
Dominica,Americas,1999,72.9,70000,8127.0
Dominica,Americas,2000,73.3,69670,8189.0
Dominica,Americas,2001,73.5,69450,7892.0
Dominica,Americas,2002,73.6,69300,7586.0
Dominica,Americas,2003,73.7,69200,7760.0
Dominica,Americas,2004,73.9,69090,8270.0
Dominica,Americas,2005,74.1,68920,8576.0
Dominica,Americas,2006,74.2,68700,8897.0
Dominica,Americas,2007,74.4,68430,9254.0
Dominica,Americas,2008,74.5,68160,9982.0
Dominica,Americas,2009,74.6,67920,9910.0
Dominica,Americas,2010,74.4,67760,9988.0
Dominica,Americas,2011,74.3,67680,10190.0
Dominica,Americas,2012,74.3,67660,10230.0
Dominica,Americas,2013,74.4,67700,10360.0
Dominican Republic,Americas,1990,71.3,7195000,2948.0
Dominican Republic,Americas,1991,71.5,7340000,2915.0
Dominican Republic,Americas,1992,71.8,7486000,3044.0
Dominican Republic,Americas,1993,72.0,7631000,3052.0
Dominican Republic,Americas,1994,72.1,7775000,3132.0
Dominican Republic,Americas,1995,72.2,7916000,3218.0
Dominican Republic,Americas,1996,72.2,8055000,3393.0
Dominican Republic,Americas,1997,72.3,8191000,3614.0
Dominican Republic,Americas,1998,72.3,8325000,3815.0
Dominican Republic,Americas,1999,72.6,8458000,4055.0
Dominican Republic,Americas,2000,72.7,8592000,4350.0
Dominican Republic,Americas,2001,72.7,8726000,4438.0
Dominican Republic,Americas,2002,72.6,8861000,4564.0
Dominican Republic,Americas,2003,72.4,8995000,4621.0
Dominican Republic,Americas,2004,72.0,9130000,4839.0
Dominican Republic,Americas,2005,72.1,9264000,5173.0
Dominican Republic,Americas,2006,72.2,9398000,5624.0
Dominican Republic,Americas,2007,72.2,9532000,5993.0
Dominican Republic,Americas,2008,72.5,9665000,6196.0
Dominican Republic,Americas,2009,72.7,9797000,6296.0
Dominican Republic,Americas,2010,73.1,9927000,6664.0
Dominican Republic,Americas,2011,73.3,10060000,6839.0
Dominican Republic,Americas,2012,73.5,10180000,6979.0
Dominican Republic,Americas,2013,73.6,10310000,7008.0
Ecuador,Americas,1990,71.3,10260000,6842.0
Ecuador,Americas,1991,71.6,10490000,7042.0
Ecuador,Americas,1992,71.8,10730000,7104.0
Ecuador,Americas,1993,72.0,10950000,7107.0
Ecuador,Americas,1994,72.2,11170000,7269.0
Ecuador,Americas,1995,72.4,11380000,7336.0
Ecuador,Americas,1996,72.6,11580000,7332.0
Ecuador,Americas,1997,72.7,11770000,7429.0
Ecuador,Americas,1998,72.9,11960000,7319.0
Ecuador,Americas,1999,73.1,12150000,6671.0
Ecuador,Americas,2000,73.2,12350000,5616.0
Ecuador,Americas,2001,73.4,12550000,5812.0
Ecuador,Americas,2002,73.5,12770000,5773.0
Ecuador,Americas,2003,73.6,12990000,5911.0
Ecuador,Americas,2004,73.7,13210000,6311.0
Ecuador,Americas,2005,73.8,13430000,6533.0
Ecuador,Americas,2006,73.8,13640000,6721.0
Ecuador,Americas,2007,73.9,13850000,6767.0
Ecuador,Americas,2008,74.0,14060000,7092.0
Ecuador,Americas,2009,74.1,14260000,7060.0
Ecuador,Americas,2010,74.2,14460000,7183.0
Ecuador,Americas,2011,74.4,14670000,7642.0
Ecuador,Americas,2012,74.6,14860000,7903.0
Ecuador,Americas,2013,74.8,15060000,8132.0
Egypt,Africa,1990,64.6,56840000,3976.0
Egypt,Africa,1991,65.2,57950000,3753.0
Egypt,Africa,1992,65.8,59000000,3795.0
Egypt,Africa,1993,66.3,60020000,3774.0
Egypt,Africa,1994,66.8,61030000,3842.0
Egypt,Africa,1995,67.2,62060000,3935.0
Egypt,Africa,1996,67.6,63120000,4043.0
Egypt,Africa,1997,68.0,64200000,4173.0
Egypt,Africa,1998,68.3,65310000,4317.0
Egypt,Africa,1999,68.6,66460000,4483.0
Egypt,Africa,2000,68.9,67650000,4629.0
Egypt,Africa,2001,69.1,68890000,4698.0
Egypt,Africa,2002,69.3,70170000,4755.0
Egypt,Africa,2003,69.4,71500000,4814.0
Egypt,Africa,2004,69.6,72840000,4920.0
Egypt,Africa,2005,69.8,74200000,5049.0
Egypt,Africa,2006,70.0,75570000,5296.0
Egypt,Africa,2007,70.1,76940000,5494.0
Egypt,Africa,2008,70.1,78320000,5762.0
Egypt,Africa,2009,70.2,79720000,5898.0
Egypt,Africa,2010,70.3,81120000,6060.0
Egypt,Africa,2011,70.5,82540000,6037.0
Egypt,Africa,2012,70.7,83960000,6014.0
Egypt,Africa,2013,70.9,85380000,6014.0
El Salvador,Americas,1990,69.8,5333000,4167.0
El Salvador,Americas,1991,70.1,5413000,4213.0
El Salvador,Americas,1992,70.2,5498000,4444.0
El Salvador,Americas,1993,70.2,5584000,4645.0
El Salvador,Americas,1994,70.5,5664000,4836.0
El Salvador,Americas,1995,71.2,5733000,5042.0
El Salvador,Americas,1996,71.8,5791000,5038.0
El Salvador,Americas,1997,71.9,5839000,5155.0
El Salvador,Americas,1998,71.9,5878000,5249.0
El Salvador,Americas,1999,72.4,5911000,5326.0
El Salvador,Americas,2000,72.9,5940000,5341.0
El Salvador,Americas,2001,73.2,5966000,5332.0
El Salvador,Americas,2002,73.8,5988000,5352.0
El Salvador,Americas,2003,73.8,6009000,5350.0
El Salvador,Americas,2004,73.6,6029000,5350.0
El Salvador,Americas,2005,73.4,6051000,5403.0
El Salvador,Americas,2006,73.4,6074000,5596.0
El Salvador,Americas,2007,73.7,6101000,5782.0
El Salvador,Americas,2008,74.1,6130000,5827.0
El Salvador,Americas,2009,74.0,6160000,5623.0
El Salvador,Americas,2010,73.8,6193000,5677.0
El Salvador,Americas,2011,73.7,6227000,5766.0
El Salvador,Americas,2012,73.8,6264000,5834.0
El Salvador,Americas,2013,73.9,6303000,5902.0
Equatorial Guinea,Africa,1990,51.3,373900,1028.0
Equatorial Guinea,Africa,1991,51.1,386500,1048.0
Equatorial Guinea,Africa,1992,51.0,399800,1132.0
Equatorial Guinea,Africa,1993,50.8,413700,1173.0
Equatorial Guinea,Africa,1994,50.4,428000,1201.0
Equatorial Guinea,Africa,1995,50.0,442500,1338.0
Equatorial Guinea,Africa,1996,50.0,457300,1685.0
Equatorial Guinea,Africa,1997,50.6,472500,2814.0
Equatorial Guinea,Africa,1998,51.1,488000,3349.0
Equatorial Guinea,Africa,1999,51.8,504000,4623.0
Equatorial Guinea,Africa,2000,52.4,520400,5240.0
Equatorial Guinea,Africa,2001,53.3,537200,7192.0
Equatorial Guinea,Africa,2002,53.9,554400,7703.0
Equatorial Guinea,Africa,2003,54.4,572000,8914.0
Equatorial Guinea,Africa,2004,55.0,589800,11490.0
Equatorial Guinea,Africa,2005,55.5,607700,12000.0
Equatorial Guinea,Africa,2006,56.1,625800,11800.0
Equatorial Guinea,Africa,2007,56.3,643900,13610.0
Equatorial Guinea,Africa,2008,56.7,662300,15060.0
Equatorial Guinea,Africa,2009,56.9,681100,14120.0
Equatorial Guinea,Africa,2010,57.2,700400,13380.0
Equatorial Guinea,Africa,2011,57.4,720200,13600.0
Equatorial Guinea,Africa,2012,57.9,740500,13500.0
Equatorial Guinea,Africa,2013,58.8,761000,12860.0
Eritrea,Africa,1990,52.5,3158000,476.6
Eritrea,Africa,1991,53.1,3180000,526.1
Eritrea,Africa,1992,53.9,3184000,582.9
Eritrea,Africa,1993,54.7,3181000,658.7
Eritrea,Africa,1994,55.4,3186000,795.0
Eritrea,Africa,1995,56.0,3213000,806.5
Eritrea,Africa,1996,56.4,3263000,866.1
Eritrea,Africa,1997,56.7,3335000,913.5
Eritrea,Africa,1998,56.8,3428000,905.3
Eritrea,Africa,1999,49.3,3540000,877.6
Eritrea,Africa,2000,49.3,3668000,741.6
Eritrea,Africa,2001,57.7,3812000,775.2
Eritrea,Africa,2002,58.0,3974000,765.4
Eritrea,Africa,2003,58.3,4146000,713.6
Eritrea,Africa,2004,58.7,4318000,694.4
Eritrea,Africa,2005,59.0,4486000,685.0
Eritrea,Africa,2006,59.5,4646000,655.2
Eritrea,Africa,2007,60.0,4799000,642.9
Eritrea,Africa,2008,60.4,4948000,562.0
Eritrea,Africa,2009,60.7,5098000,566.1
Eritrea,Africa,2010,61.0,5254000,561.1
Eritrea,Africa,2011,61.3,5415000,591.2
Eritrea,Africa,2012,61.7,5581000,613.7
Eritrea,Africa,2013,62.1,5748000,615.7
Estonia,Europe,1990,70.4,1568000,10390.0
Estonia,Europe,1991,69.8,1552000,9409.0
Estonia,Europe,1992,68.8,1528000,8246.0
Estonia,Europe,1993,67.9,1497000,7733.0
Estonia,Europe,1994,67.4,1467000,7734.0
Estonia,Europe,1995,67.7,1441000,8199.0
Estonia,Europe,1996,68.7,1420000,8680.0
Estonia,Europe,1997,69.4,1403000,9690.0
Estonia,Europe,1998,69.8,1390000,10280.0
Estonia,Europe,1999,69.9,1380000,10360.0
Estonia,Europe,2000,70.1,1371000,11240.0
Estonia,Europe,2001,70.3,1363000,12050.0
Estonia,Europe,2002,70.8,1357000,13010.0
Estonia,Europe,2003,71.4,1352000,13770.0
Estonia,Europe,2004,71.9,1348000,15010.0
Estonia,Europe,2005,72.4,1346000,16650.0
Estonia,Europe,2006,72.8,1344000,18370.0
Estonia,Europe,2007,73.2,1343000,19780.0
Estonia,Europe,2008,74.0,1342000,18980.0
Estonia,Europe,2009,75.0,1342000,16320.0
Estonia,Europe,2010,75.8,1341000,16870.0
Estonia,Europe,2011,76.3,1341000,18260.0
Estonia,Europe,2012,76.5,1340000,18860.0
Estonia,Europe,2013,76.6,1339000,19420.0
Eswatini,Africa,1990,62.2,862900,3723.0
Eswatini,Africa,1991,62.4,887500,3646.0
Eswatini,Africa,1992,62.2,908200,3553.0
Eswatini,Africa,1993,61.7,926400,3561.0
Eswatini,Africa,1994,60.6,944400,3661.0
Eswatini,Africa,1995,59.0,963600,3772.0
Eswatini,Africa,1996,56.9,984600,3821.0
Eswatini,Africa,1997,54.8,1007000,3877.0
Eswatini,Africa,1998,52.7,1029000,3920.0
Eswatini,Africa,1999,50.6,1048000,3990.0
Eswatini,Africa,2000,48.7,1064000,4021.0
Eswatini,Africa,2001,46.9,1075000,4047.0
Eswatini,Africa,2002,45.7,1083000,4128.0
Eswatini,Africa,2003,44.7,1089000,4207.0
Eswatini,Africa,2004,43.9,1095000,4286.0
Eswatini,Africa,2005,43.5,1105000,4384.0
Eswatini,Africa,2006,44.0,1118000,4460.0
Eswatini,Africa,2007,45.1,1133000,5023.0
Eswatini,Africa,2008,46.1,1150000,5121.0
Eswatini,Africa,2009,47.2,1168000,5125.0
Eswatini,Africa,2010,47.8,1186000,5163.0
Eswatini,Africa,2011,49.2,1203000,5116.0
Eswatini,Africa,2012,50.3,1220000,4980.0
Eswatini,Africa,2013,50.7,1237000,4920.0
Ethiopia,Africa,1990,47.1,48330000,524.7
Ethiopia,Africa,1991,48.4,50000000,489.8
Ethiopia,Africa,1992,48.9,51730000,421.4
Ethiopia,Africa,1993,49.4,53500000,462.4
Ethiopia,Africa,1994,50.0,55280000,460.1
Ethiopia,Africa,1995,50.7,57040000,471.4
Ethiopia,Africa,1996,51.3,58770000,512.8
Ethiopia,Africa,1997,51.8,60480000,515.9
Ethiopia,Africa,1998,52.1,62170000,481.5
Ethiopia,Africa,1999,52.0,63870000,496.9
Ethiopia,Africa,2000,52.5,65580000,512.4
Ethiopia,Africa,2001,53.6,67300000,537.4
Ethiopia,Africa,2002,54.4,69040000,530.1
Ethiopia,Africa,2003,55.1,70780000,498.4
Ethiopia,Africa,2004,55.9,72530000,549.6
Ethiopia,Africa,2005,56.8,74260000,591.0
Ethiopia,Africa,2006,57.7,75990000,644.2
Ethiopia,Africa,2007,58.6,77720000,704.2
Ethiopia,Africa,2008,59.5,79450000,765.9
Ethiopia,Africa,2009,60.3,81190000,824.8
Ethiopia,Africa,2010,61.0,82950000,871.8
Ethiopia,Africa,2011,61.6,84730000,917.5
Ethiopia,Africa,2012,62.1,86540000,958.7
Ethiopia,Africa,2013,62.6,88360000,997.1
Fiji,Asia,1992,64.0,744400,3410.0
Fiji,Asia,1993,63.8,755000,3452.0
Fiji,Asia,1994,63.8,765700,3580.0
Fiji,Asia,1995,63.8,775700,3625.0
Fiji,Asia,1996,63.8,784700,3760.0
Fiji,Asia,1997,63.7,793200,3644.0
Fiji,Asia,1998,63.8,800700,3661.0
Fiji,Asia,1999,63.9,806900,3952.0
Fiji,Asia,2000,64.2,811700,3856.0
Fiji,Asia,2001,64.4,814800,3906.0
Fiji,Asia,2002,64.7,816300,4004.0
Fiji,Asia,2003,64.9,817300,4019.0
Fiji,Asia,2004,65.1,819100,4206.0
Fiji,Asia,2005,65.3,822600,4209.0
Fiji,Asia,2006,65.4,828000,4249.0
Fiji,Asia,2007,65.6,835300,4177.0
Fiji,Asia,2008,65.7,843700,4186.0
Fiji,Asia,2009,65.8,852300,4099.0
Fiji,Asia,2010,65.9,860600,4075.0
Fiji,Asia,2011,66.0,868400,4130.0
Fiji,Asia,2012,66.0,875800,4195.0
Fiji,Asia,2013,66.1,882900,4267.0
Finland,Europe,1990,75.0,4986000,23180.0
Finland,Europe,1991,75.4,5009000,21580.0
Finland,Europe,1992,75.8,5035000,20650.0
Finland,Europe,1993,76.2,5061000,20290.0
Finland,Europe,1994,76.5,5086000,21010.0
Finland,Europe,1995,76.7,5108000,21650.0
Finland,Europe,1996,76.9,5125000,22400.0
Finland,Europe,1997,77.1,5139000,23720.0
Finland,Europe,1998,77.3,5151000,25000.0
Finland,Europe,1999,77.5,5162000,25920.0
Finland,Europe,2000,77.8,5173000,27170.0
Finland,Europe,2001,78.2,5185000,27830.0
Finland,Europe,2002,78.5,5197000,28200.0
Finland,Europe,2003,78.6,5211000,28650.0
Finland,Europe,2004,78.6,5226000,29650.0
Finland,Europe,2005,78.8,5244000,30470.0
Finland,Europe,2006,79.0,5266000,31680.0
Finland,Europe,2007,79.2,5290000,33230.0
Finland,Europe,2008,79.4,5316000,33160.0
Finland,Europe,2009,79.7,5342000,30190.0
Finland,Europe,2010,80.0,5365000,31050.0
Finland,Europe,2011,80.3,5385000,31760.0
Finland,Europe,2012,80.5,5403000,31550.0
Finland,Europe,2013,80.6,5419000,31570.0
France,Europe,1990,77.1,56710000,24680.0
France,Europe,1991,77.3,56960000,24850.0
France,Europe,1992,77.5,57190000,25140.0
France,Europe,1993,77.7,57410000,24730.0
France,Europe,1994,77.9,57630000,25120.0
France,Europe,1995,78.1,57840000,25560.0
France,Europe,1996,78.4,58060000,25720.0
France,Europe,1997,78.7,58270000,26170.0
France,Europe,1998,78.8,58500000,26960.0
France,Europe,1999,78.9,58750000,27690.0
France,Europe,2000,79.1,59050000,28640.0
France,Europe,2001,79.2,59390000,28980.0
France,Europe,2002,79.4,59770000,29040.0
France,Europe,2003,79.7,60180000,29050.0
France,Europe,2004,80.1,60600000,29510.0
France,Europe,2005,80.4,61000000,29640.0
France,Europe,2006,80.7,61380000,30160.0
France,Europe,2007,80.9,61740000,30650.0
France,Europe,2008,81.0,62100000,30460.0
France,Europe,2009,81.0,62440000,29350.0
France,Europe,2010,81.2,62790000,29690.0
France,Europe,2011,81.4,63130000,30040.0
France,Europe,2012,81.6,63460000,29900.0
France,Europe,2013,81.7,63780000,29740.0
Gabon,Africa,1990,60.5,929000,13940.0
Gabon,Africa,1991,60.3,959600,14360.0
Gabon,Africa,1992,60.2,991300,13520.0
Gabon,Africa,1993,60.1,1024000,13660.0
Gabon,Africa,1994,59.9,1056000,13790.0
Gabon,Africa,1995,59.7,1087000,14110.0
Gabon,Africa,1996,59.4,1118000,14260.0
Gabon,Africa,1997,59.2,1148000,14720.0
Gabon,Africa,1998,58.9,1178000,14890.0
Gabon,Africa,1999,58.5,1207000,13280.0
Gabon,Africa,2000,58.0,1235000,12760.0
Gabon,Africa,2001,57.5,1263000,12790.0
Gabon,Africa,2002,57.2,1291000,12520.0
Gabon,Africa,2003,56.9,1317000,12610.0
Gabon,Africa,2004,56.7,1344000,12570.0
Gabon,Africa,2005,57.0,1371000,12740.0
Gabon,Africa,2006,57.6,1397000,12190.0
Gabon,Africa,2007,57.7,1424000,12510.0
Gabon,Africa,2008,57.5,1450000,12450.0
Gabon,Africa,2009,57.3,1478000,11920.0
Gabon,Africa,2010,57.5,1505000,12540.0
Gabon,Africa,2011,57.8,1534000,13230.0
Gabon,Africa,2012,58.4,1564000,13850.0
Gabon,Africa,2013,59.1,1594000,14480.0
Gambia,Africa,1990,57.5,966200,673.9
Gambia,Africa,1991,57.7,1001000,662.7
Gambia,Africa,1992,57.9,1034000,665.6
Gambia,Africa,1993,58.1,1065000,679.4
Gambia,Africa,1994,58.4,1095000,678.7
Gambia,Africa,1995,58.6,1126000,631.2
Gambia,Africa,1996,58.8,1158000,645.9
Gambia,Africa,1997,59.1,1191000,653.7
Gambia,Africa,1998,59.4,1225000,653.6
Gambia,Africa,1999,59.6,1260000,672.5
Gambia,Africa,2000,60.0,1297000,687.1
Gambia,Africa,2001,60.3,1336000,704.0
Gambia,Africa,2002,60.5,1376000,660.6
Gambia,Africa,2003,60.7,1418000,683.5
Gambia,Africa,2004,61.0,1460000,710.9
Gambia,Africa,2005,61.3,1504000,726.0
Gambia,Africa,2006,61.6,1547000,713.5
Gambia,Africa,2007,61.9,1591000,718.9
Gambia,Africa,2008,62.2,1636000,739.3
Gambia,Africa,2009,62.6,1682000,765.7
Gambia,Africa,2010,63.0,1728000,793.6
Gambia,Africa,2011,63.5,1776000,739.1
Gambia,Africa,2012,63.9,1825000,747.7
Gambia,Africa,2013,64.3,1874000,792.3
Georgia,Europe,1990,70.2,5460000,5375.0
Georgia,Europe,1991,70.2,5419000,4278.0
Georgia,Europe,1992,70.0,5346000,2393.0
Georgia,Europe,1993,69.7,5254000,1725.0
Georgia,Europe,1994,70.7,5158000,1577.0
Georgia,Europe,1995,71.0,5069000,1648.0
Georgia,Europe,1996,71.3,4992000,1862.0
Georgia,Europe,1997,71.7,4925000,2086.0
Georgia,Europe,1998,71.9,4864000,2176.0
Georgia,Europe,1999,72.1,4805000,2264.0
Georgia,Europe,2000,72.3,4746000,2332.0
Georgia,Europe,2001,72.4,4685000,2473.0
Georgia,Europe,2002,72.4,4626000,2638.0
Georgia,Europe,2003,72.4,4570000,2961.0
Georgia,Europe,2004,72.4,4520000,3167.0
Georgia,Europe,2005,72.4,4477000,3505.0
Georgia,Europe,2006,72.4,4443000,3764.0
Georgia,Europe,2007,72.4,4416000,4235.0
Georgia,Europe,2008,72.1,4394000,4346.0
Georgia,Europe,2009,72.4,4374000,4178.0
Georgia,Europe,2010,72.4,4352000,4389.0
Georgia,Europe,2011,72.6,4329000,4669.0
Georgia,Europe,2012,72.7,4304000,4943.0
Georgia,Europe,2013,72.9,4278000,5213.0
Germany,Europe,1990,75.4,79100000,25000.0
Germany,Europe,1991,75.6,79650000,26130.0
Germany,Europe,1992,75.9,80280000,26510.0
Germany,Europe,1993,76.2,80930000,26120.0
Germany,Europe,1994,76.4,81500000,26720.0
Germany,Europe,1995,76.6,81930000,27150.0
Germany,Europe,1996,76.9,82200000,27340.0
Germany,Europe,1997,77.3,82330000,27790.0
Germany,Europe,1998,77.7,82350000,28290.0
Germany,Europe,1999,77.9,82340000,28840.0
Germany,Europe,2000,78.1,82350000,29730.0
Germany,Europe,2001,78.3,82380000,30060.0
Germany,Europe,2002,78.5,82430000,30040.0
Germany,Europe,2003,78.8,82480000,29950.0
Germany,Europe,2004,79.1,82520000,30260.0
Germany,Europe,2005,79.4,82540000,30500.0
Germany,Europe,2006,79.7,82540000,31720.0
Germany,Europe,2007,79.8,82520000,32840.0
Germany,Europe,2008,80.0,82480000,33160.0
Germany,Europe,2009,80.0,82410000,31570.0
Germany,Europe,2010,80.2,82300000,32890.0
Germany,Europe,2011,80.3,82160000,33900.0
Germany,Europe,2012,80.5,81990000,34130.0
Germany,Europe,2013,80.7,81800000,34410.0
Ghana,Africa,1990,60.3,14790000,893.8
Ghana,Africa,1991,60.6,15220000,915.1
Ghana,Africa,1992,60.8,15660000,925.1
Ghana,Africa,1993,60.7,16110000,942.0
Ghana,Africa,1994,60.5,16550000,945.6
Ghana,Africa,1995,60.7,17000000,961.4
Ghana,Africa,1996,60.6,17430000,984.9
Ghana,Africa,1997,60.4,17860000,1005.0
Ghana,Africa,1998,60.3,18280000,1030.0
Ghana,Africa,1999,60.3,18720000,1052.0
Ghana,Africa,2000,60.2,19170000,1068.0
Ghana,Africa,2001,60.3,19630000,1088.0
Ghana,Africa,2002,60.5,20110000,1112.0
Ghana,Africa,2003,60.8,20610000,1144.0
Ghana,Africa,2004,61.1,21120000,1182.0
Ghana,Africa,2005,61.5,21640000,1225.0
Ghana,Africa,2006,61.8,22170000,1268.0
Ghana,Africa,2007,62.3,22710000,1316.0
Ghana,Africa,2008,62.7,23260000,1391.0
Ghana,Africa,2009,63.1,23820000,1411.0
Ghana,Africa,2010,63.5,24390000,1486.0
Ghana,Africa,2011,64.0,24970000,1657.0
Ghana,Africa,2012,64.6,25550000,1728.0
Ghana,Africa,2013,64.9,26130000,1802.0
Greece,Europe,1990,77.0,10160000,16850.0
Greece,Europe,1991,77.0,10250000,17190.0
Greece,Europe,1992,77.1,10350000,17210.0
Greece,Europe,1993,77.3,10460000,16870.0
Greece,Europe,1994,77.5,10570000,17150.0
Greece,Europe,1995,77.6,10670000,17490.0
Greece,Europe,1996,77.6,10750000,17890.0
Greece,Europe,1997,77.7,10820000,18530.0
Greece,Europe,1998,77.8,10880000,19150.0
Greece,Europe,1999,77.9,10940000,19800.0
Greece,Europe,2000,78.0,10990000,20680.0
Greece,Europe,2001,78.3,11030000,21590.0
Greece,Europe,2002,78.4,11070000,22420.0
Greece,Europe,2003,78.5,11110000,23530.0
Greece,Europe,2004,78.7,11150000,24590.0
Greece,Europe,2005,78.9,11180000,25520.0
Greece,Europe,2006,79.2,11220000,26870.0
Greece,Europe,2007,79.4,11260000,27760.0
Greece,Europe,2008,79.5,11290000,27260.0
Greece,Europe,2009,79.5,11330000,26320.0
Greece,Europe,2010,79.6,11360000,24950.0
Greece,Europe,2011,79.7,11390000,23110.0
Greece,Europe,2012,79.8,11420000,21810.0
Greece,Europe,2013,79.8,11450000,20960.0
Grenada,Americas,1990,70.2,96200,5840.0
Grenada,Americas,1991,70.6,96370,6058.0
Grenada,Americas,1992,70.8,97110,6099.0
Grenada,Americas,1993,71.0,98210,5978.0
Grenada,Americas,1994,71.1,99310,6131.0
Grenada,Americas,1995,71.1,100200,6280.0
Grenada,Americas,1996,71.0,100700,6431.0
Grenada,Americas,1997,70.9,101000,6690.0
Grenada,Americas,1998,70.7,101200,7566.0
Grenada,Americas,1999,70.6,101400,8138.0
Grenada,Americas,2000,70.5,101500,8655.0
Grenada,Americas,2001,70.3,101700,8320.0
Grenada,Americas,2002,70.1,102000,8366.0
Grenada,Americas,2003,70.0,102200,8862.0
Grenada,Americas,2004,69.9,102500,8276.0
Grenada,Americas,2005,70.1,102700,9128.0
Grenada,Americas,2006,70.3,103000,8738.0
Grenada,Americas,2007,70.6,103400,9243.0
Grenada,Americas,2008,70.9,103700,9299.0
Grenada,Americas,2009,71.2,104100,8648.0
Grenada,Americas,2010,71.2,104500,8586.0
Grenada,Americas,2011,71.3,104900,8626.0
Grenada,Americas,2012,71.4,105300,8530.0
Grenada,Americas,2013,71.5,105700,8546.0
Guatemala,Americas,1990,64.8,8923000,4329.0
Guatemala,Americas,1991,64.4,9131000,4359.0
Guatemala,Americas,1992,64.2,9345000,4439.0
Guatemala,Americas,1993,64.3,9565000,4483.0
Guatemala,Americas,1994,65.0,9788000,4532.0
Guatemala,Americas,1995,66.6,10020000,4622.0
Guatemala,Americas,1996,67.6,10250000,4627.0
Guatemala,Americas,1997,67.6,10480000,4684.0
Guatemala,Americas,1998,67.7,10720000,4790.0
Guatemala,Americas,1999,68.2,10970000,4840.0
Guatemala,Americas,2000,68.5,11240000,4885.0
Guatemala,Americas,2001,68.8,11510000,4872.0
Guatemala,Americas,2002,69.3,11800000,4858.0
Guatemala,Americas,2003,69.5,12100000,4841.0
Guatemala,Americas,2004,69.6,12400000,4858.0
Guatemala,Americas,2005,69.5,12720000,4897.0
Guatemala,Americas,2006,69.9,13030000,5034.0
Guatemala,Americas,2007,70.6,13360000,5221.0
Guatemala,Americas,2008,70.8,13690000,5262.0
Guatemala,Americas,2009,70.7,14030000,5161.0
Guatemala,Americas,2010,70.8,14390000,5182.0
Guatemala,Americas,2011,71.4,14760000,5265.0
Guatemala,Americas,2012,71.9,15140000,5291.0
Guatemala,Americas,2013,72.3,15530000,5332.0
Guinea,Africa,1990,52.3,5759000,834.5
Guinea,Africa,1991,52.7,6084000,797.5
Guinea,Africa,1992,53.0,6466000,794.3
Guinea,Africa,1993,53.5,6872000,809.6
Guinea,Africa,1994,53.9,7250000,815.2
Guinea,Africa,1995,54.3,7565000,825.5
Guinea,Africa,1996,54.7,7806000,838.4
Guinea,Africa,1997,54.9,7982000,869.4
Guinea,Africa,1998,55.0,8113000,897.2
Guinea,Africa,1999,55.4,8226000,909.9
Guinea,Africa,2000,55.6,8344000,906.6
